########################################################################
# Average Occupancy for Pattern 1                                      
#                                                                      
# note: rows   = time-step 1 (= 4 AM) until time-step (= 3:50 AM)      
#       column = cumulative percentage of individuals for each state   
#		 column 1 = at home and awake                          
#                column 2 = sleeping                                   
#                column 3 = absent				                       
########################################################################

0.02,0.65,1.00
0.02,0.65,1.00
0.03,0.65,1.00
0.03,0.64,1.00
0.04,0.63,1.00
0.05,0.63,1.00
0.07,0.63,1.00
0.08,0.62,1.00
0.08,0.61,1.00
0.09,0.59,1.00
0.09,0.57,1.00
0.08,0.56,1.00
0.12,0.54,1.00
0.13,0.52,1.00
0.14,0.51,1.00
0.15,0.48,1.00
0.16,0.46,1.00
0.16,0.44,1.00
0.19,0.41,1.00
0.20,0.39,1.00
0.20,0.37,1.00
0.19,0.33,1.00
0.18,0.30,1.00
0.16,0.27,1.00
0.15,0.23,1.00
0.15,0.21,1.00
0.13,0.19,1.00
0.12,0.17,1.00
0.11,0.15,1.00
0.10,0.13,1.00
0.08,0.11,1.00
0.08,0.10,1.00
0.08,0.10,1.00
0.07,0.08,1.00
0.06,0.07,1.00
0.06,0.07,1.00
0.05,0.06,1.00
0.05,0.05,1.00
0.05,0.05,1.00
0.04,0.04,1.00
0.04,0.04,1.00
0.04,0.04,1.00
0.03,0.03,1.00
0.03,0.03,1.00
0.03,0.03,1.00
0.03,0.03,1.00
0.03,0.03,1.00
0.03,0.03,1.00
0.03,0.03,1.00
0.04,0.04,1.00
0.04,0.04,1.00
0.05,0.05,1.00
0.05,0.05,1.00
0.05,0.05,1.00
0.05,0.05,1.00
0.06,0.06,1.00
0.06,0.06,1.00
0.05,0.06,1.00
0.05,0.06,1.00
0.05,0.06,1.00
0.05,0.06,1.00
0.05,0.06,1.00
0.05,0.05,1.00
0.05,0.06,1.00
0.06,0.07,1.00
0.07,0.07,1.00
0.07,0.07,1.00
0.07,0.08,1.00
0.07,0.08,1.00
0.07,0.08,1.00
0.08,0.08,1.00
0.08,0.08,1.00
0.09,0.10,1.00
0.11,0.11,1.00
0.12,0.13,1.00
0.13,0.14,1.00
0.15,0.15,1.00
0.16,0.16,1.00
0.17,0.18,1.00
0.17,0.18,1.00
0.18,0.19,1.00
0.19,0.20,1.00
0.21,0.21,1.00
0.21,0.22,1.00
0.23,0.23,1.00
0.24,0.25,1.00
0.25,0.25,1.00
0.25,0.26,1.00
0.26,0.27,1.00
0.26,0.27,1.00
0.26,0.27,1.00
0.27,0.28,1.00
0.27,0.27,1.00
0.27,0.27,1.00
0.27,0.27,1.00
0.26,0.27,1.00
0.26,0.26,1.00
0.27,0.27,1.00
0.27,0.27,1.00
0.28,0.28,1.00
0.28,0.29,1.00
0.29,0.30,1.00
0.28,0.30,1.00
0.29,0.32,1.00
0.30,0.33,1.00
0.30,0.34,1.00
0.31,0.36,1.00
0.30,0.36,1.00
0.28,0.38,1.00
0.28,0.40,1.00
0.27,0.41,1.00
0.25,0.41,1.00
0.23,0.43,1.00
0.22,0.44,1.00
0.17,0.47,1.00
0.16,0.48,1.00
0.14,0.49,1.00
0.13,0.50,1.00
0.11,0.51,1.00
0.10,0.52,1.00
0.09,0.54,1.00
0.07,0.55,1.00
0.06,0.55,1.00
0.06,0.56,1.00
0.05,0.56,1.00
0.04,0.57,1.00
0.04,0.58,1.00
0.04,0.58,1.00
0.03,0.58,1.00
0.03,0.59,1.00
0.03,0.59,1.00
0.03,0.60,1.00
0.02,0.60,1.00
0.02,0.60,1.00
0.02,0.60,1.00
0.01,0.61,1.00
0.01,0.61,1.00
0.01,0.61,1.00
0.01,0.61,1.00
0.02,0.62,1.00
0.01,0.62,1.00
0.01,0.62,1.00
0.01,0.62,1.00
0.01,0.62,1.00
